Latitude,Longitude,Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Expected Monthly,Total Services,Security Score,Entertainment Score
37.245505,-118.062943,Yes,Yes,No,58,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,99.66724137931034,3,1,2
34.238162,-117.534306,No,No,No,7,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,96.17857142857143,3,1,2
38.348884,-122.51699,Yes,No,No,6,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,93.43333333333334,3,1,2
37.963995,-122.288296,No,Yes,No,71,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,83.44225352112676,5,3,2
34.238802,-118.482296,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,44.9,0,0,0
34.282704,-118.312929,No,Yes,No,57,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,103.96052631578948,5,4,1
34.030915,-117.273201,No,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.3,19.3,19.3,0,0,0
37.730269,-119.055813,No,No,No,23,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,20.460869565217394,0,0,0
38.35363,-121.44195,No,No,No,39,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,57.03846153846154,2,1,1
34.201108,-116.593456,No,No,No,47,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,99.34468085106383,4,3,1
33.537646,-116.291089,Yes,Yes,No,11,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,214.75,19.522727272727273,0,0,0
40.559177,-120.612113,No,No,Yes,41,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,88.90365853658537,2,1,1
34.231053,-118.338307,No,No,No,3,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.1,213.35,71.11666666666666,4,3,1
37.441931,-121.878502,No,No,No,29,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,77.37586206896552,4,2,2
39.025867,-123.381544,No,Yes,Yes,69,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,104.85217391304349,5,4,1
34.321621,-118.399841,Yes,No,No,38,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,59.227631578947374,2,2,0
35.215731,-119.57013,No,Yes,No,16,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,80.2625,0,0,0
33.323705,-116.626907,No,Yes,No,43,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,80.47209302325582,5,3,2
35.28952,-116.092214,No,No,No,6,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,42.6,3,1,2
36.527243,-118.594938,No,Yes,No,25,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,26.8,733.55,29.342,0,0,0
36.807595,-118.901544,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,70.15,0,0,0
34.370378,-118.504118,Yes,Yes,No,41,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,93.93780487804878,3,1,2
39.492046,-123.375818,No,No,No,45,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,105.50777777777779,4,2,2
34.460197,-119.802602,No,No,No,5,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,84.09,2,1,1
34.050322,-118.147037,No,Yes,No,45,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,111.82777777777778,6,4,2
34.110124,-119.100972,Yes,Yes,No,44,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,102.17386363636363,4,2,2
36.245926,-118.693138,No,Yes,No,61,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05,75.67295081967214,4,2,2
35.996008,-120.85305,No,Yes,Yes,52,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7,89.07115384615385,3,2,1
37.556634,-122.317723,No,No,No,6,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,72.41666666666667,1,1,0
37.277592,-121.986477,Yes,Yes,Yes,64,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.4,1548.65,24.19765625,0,0,0
39.756049,-123.358701,No,Yes,Yes,19,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,387.7,20.405263157894737,0,0,0
32.886925,-117.152162,Yes,No,No,71,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,103.98380281690142,4,2,2
36.527243,-118.594938,No,Yes,No,45,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,83.90777777777778,1,1,0
33.570023,-117.773669,Yes,Yes,No,50,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,105.31,4,3,1
33.787165,-117.931889,No,Yes,No,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,117.50073529411765,6,4,2
34.422519,-118.420717,Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,69.65,0,0,0
34.049841,-118.33846,Yes,No,No,12,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5,91.20833333333333,2,1,1
32.782501,-117.01611,No,No,No,33,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,90.5939393939394,2,1,1
38.050558,-121.646924,Yes,Yes,Yes,32,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,90.5171875,2,1,1
38.240769,-122.901041,No,Yes,Yes,71,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.6,1387.45,19.541549295774647,0,0,0
34.14649,-117.849815,Yes,Yes,No,17,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,94.98235294117647,2,0,2
38.41935,-120.469545,No,Yes,Yes,19,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,50.294736842105266,1,1,0
38.787446,-122.58675,Yes,Yes,No,54,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,72.57685185185186,0,0,0
34.130992,-118.894673,No,Yes,No,57,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,60.30614035087719,5,3,2
38.715498,-121.363411,No,Yes,Yes,68,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,84.94779411764705,5,3,2
33.88151,-118.234451,No,Yes,Yes,53,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,47.079245283018864,4,3,1
33.001813,-117.263628,No,No,No,48,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,106.69375000000001,4,2,2
41.280478,-121.160249,No,Yes,Yes,36,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,53.87083333333333,2,2,0
32.673483,-116.472863,No,No,No,35,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2021.2,57.74857142857143,3,3,0
38.912881,-121.082766,No,Yes,No,67,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,4322.85,64.52014925373135,3,3,0
34.557711,-118.029441,No,No,No,53,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,48.053773584905656,3,2,1
38.809804,-122.241383,No,Yes,Yes,22,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,73.41363636363636,0,0,0
33.914775,-118.348083,Yes,No,No,30,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,70.37666666666668,4,2,2
38.377165,-123.037957,No,No,No,50,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,100.76899999999999,4,2,2
33.807864,-117.923782,No,Yes,Yes,45,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,929.2,20.64888888888889,0,0,0
41.212695,-122.392067,No,No,No,29,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,24.58103448275862,0,0,0
34.55082,-117.122396,No,No,No,12,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,43.24166666666667,0,0,0
34.066367,-118.309868,No,No,No,3,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,36.233333333333334,2,2,0
37.648647,-119.231447,No,No,No,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,35.25,1,0,1
38.112166,-122.634384,No,Yes,No,2,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,92.775,2,0,2
33.674583,-114.71612,No,Yes,No,27,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,2093.4,77.53333333333333,1,1,0
33.762759,-116.324817,Yes,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,88.63090909090909,2,2,0
35.809921,-119.127437,No,Yes,Yes,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.9,19.9,19.9,0,0,0
38.608405,-121.449942,No,No,No,4,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,83.1125,1,1,0
34.172071,-118.946262,No,Yes,Yes,55,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.65,1388.0,25.236363636363638,0,0,0
33.798266,-118.300237,No,Yes,Yes,8,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,59.3875,1,0,1
34.278697,-119.167798,No,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,110.16071428571429,6,4,2
34.238802,-118.482296,No,Yes,No,64,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,49.1796875,4,3,1
39.637471,-120.226338,No,No,No,11,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,78.76363636363637,1,1,0
34.084747,-117.886844,No,No,No,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,48.55,1,1,0
34.1678,-116.86433,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,69.75,0,0,0
34.255203,-117.175654,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,79.95,1,0,1
34.130861,-118.68346,No,Yes,Yes,66,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.7,1714.55,25.9780303030303,0,0,0
40.363446,-123.835041,No,No,No,13,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,46.98076923076923,1,1,0
37.982716,-120.343732,No,Yes,No,72,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.65,1830.05,25.41736111111111,0,0,0
37.862128,-122.075197,No,No,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,63.423611111111114,6,4,2
41.764869,-122.671316,No,Yes,Yes,52,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,85.25576923076923,3,3,0
38.471049,-123.015549,No,Yes,No,26,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,84.47884615384615,2,1,1
38.834469,-122.127193,No,No,Yes,33,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,33.75606060606061,2,2,0
41.486953,-120.913975,No,No,No,13,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,85.78461538461539,1,0,1
33.655421,-117.391751,No,No,No,13,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,347.25,26.71153846153846,1,1,0
36.757345,-119.818274,No,No,No,27,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.3,595.05,22.038888888888888,0,0,0
38.085839,-120.37855,No,Yes,No,66,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,92.0590909090909,6,4,2
37.394411,-120.127262,No,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.0,8175.9,115.15352112676055,6,4,2
34.153338,-118.262974,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,45.3,0,0,0
38.626128,-121.328011,No,No,No,60,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,46.23166666666667,3,2,1
32.909873,-116.906774,No,Yes,No,8,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,76.2375,1,1,0
38.574856,-121.46504,No,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,92.23818181818183,3,2,1
38.815515,-120.916997,No,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,108.3225352112676,5,3,2
37.556094,-122.272437,No,Yes,Yes,39,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,2341.5,60.03846153846154,2,1,1
35.957019,-119.330928,Yes,Yes,No,26,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,79.5,2,1,1
34.245289,-117.642503,No,Yes,No,53,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,60.08018867924528,5,3,2
38.931425,-121.946081,No,Yes,No,5,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,93.01,4,2,2
33.3249,-114.758334,No,No,No,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.95,7544.3,104.78194444444445,4,2,2
36.657462,-119.595293,No,Yes,Yes,27,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,73.05,1,1,0
36.785618,-120.625382,No,Yes,Yes,11,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,62.11363636363637,2,1,1
33.848733,-117.788357,Yes,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,106.63055555555555,4,2,2
33.944624,-118.192615,No,Yes,No,41,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,4162.05,101.51341463414634,5,3,2
33.885811,-118.206459,No,No,No,36,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.7,2511.95,69.77638888888889,3,2,1
33.362575,-117.299644,Yes,Yes,No,11,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,80.00454545454545,2,1,1
33.906496,-116.569499,No,No,Yes,62,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.0,1250.1,20.16290322580645,0,0,0
40.692523,-122.369876,No,No,No,20,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,25.2975,0,0,0
33.79499,-118.065591,No,No,No,55,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,44.77454545454545,0,0,0
38.42528,-119.475741,No,Yes,Yes,45,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,50.32222222222222,4,3,1
37.648647,-119.231447,No,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,7661.8,107.91267605633803,5,3,2
34.188339,-118.300942,Yes,No,No,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,36.45,1,0,1
35.073777,-118.652112,No,Yes,Yes,29,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,26.1,692.55,23.88103448275862,0,0,0
37.704384,-122.126703,No,No,No,10,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,49.21,0,0,0
37.306612,-122.080621,No,No,No,11,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,208.0,18.90909090909091,0,0,0
38.626128,-121.328011,No,No,No,18,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,91.07222222222222,2,1,1
34.667815,-117.536183,Yes,No,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,107.97291666666666,5,3,2
39.672813,-120.456699,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,43.8,0,0,0
33.657433,-117.04254,Yes,No,No,56,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,101.89821428571429,4,3,1
39.031876,-120.811141,No,No,No,23,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,95.34347826086957,3,1,2
33.840524,-118.148403,No,Yes,No,18,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,93.775,2,0,2
35.059695,-120.604741,Yes,No,No,30,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,91.93833333333333,3,3,0
34.17051,-118.289463,No,Yes,No,61,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,1252.0,20.524590163934427,0,0,0
34.139402,-118.128658,No,No,No,42,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,25.05,949.85,22.61547619047619,0,0,0
32.697098,-117.116587,No,Yes,No,50,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,82.323,1,0,1
34.153733,-118.593408,No,No,No,27,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.3,2272.8,84.17777777777779,1,1,0
39.600599,-120.636358,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,70.85,0,0,0
37.419725,-122.062947,Yes,No,No,45,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,68.05444444444444,3,2,1
35.383937,-119.020428,Yes,Yes,No,70,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35,7511.9,107.31285714285714,5,3,2
38.554383,-122.474773,No,No,No,18,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,600.0,33.333333333333336,2,2,0
34.845861,-118.885163,No,No,No,3,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,79.36666666666666,1,1,0
40.692523,-122.369876,No,Yes,Yes,39,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,79.67435897435898,2,2,0
33.653338,-117.178271,No,Yes,Yes,52,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.35,1031.7,19.840384615384615,0,0,0
37.343827,-121.883119,No,No,No,4,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,96.8,4,3,1
34.031529,-118.491156,No,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,111.93897058823529,5,3,2
34.051809,-118.383843,No,Yes,No,26,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.2,459.6,17.676923076923078,0,0,0
32.578103,-117.012975,No,No,No,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,50.65,1,1,0
34.028735,-118.317236,No,No,No,52,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.65,1022.95,19.672115384615385,0,0,0
37.333851,-121.891147,No,No,Yes,12,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,40.050000000000004,0,0,0
38.683605,-120.811852,No,No,No,29,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.0,2080.1,71.72758620689655,2,0,2
38.460517,-122.790335,No,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,79.7,1,0,1
33.290907,-117.202895,No,No,No,24,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,50.43333333333334,1,1,0
38.984756,-121.345074,No,Yes,Yes,65,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.45,5957.9,91.66,6,4,2
39.061227,-120.179546,No,No,No,5,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,61.19,3,1,2
38.671295,-121.388251,No,Yes,Yes,35,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,730.4,20.86857142857143,0,0,0
39.904002,-121.527823,No,No,No,37,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,90.77432432432433,6,4,2
33.783047,-118.1486,No,No,No,36,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,52.8125,5,4,1
40.271535,-121.018087,No,No,No,4,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,85.2125,1,0,1
38.107441,-120.230625,No,Yes,Yes,70,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.7,1685.9,24.084285714285716,0,0,0
41.269521,-123.546958,No,No,No,2,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.75,53.15,26.575,0,0,0
33.990646,-117.663025,Yes,No,No,4,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,68.35,1,1,0
33.976678,-118.065875,No,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,93.93591549295775,3,2,1
35.634488,-120.293534,Yes,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,93.01875000000001,6,4,2
34.238208,-118.55029,Yes,Yes,No,47,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,69.19148936170212,3,3,0
41.042003,-120.506086,No,Yes,No,55,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,55.79272727272727,3,3,0
34.044639,-118.240413,No,Yes,No,51,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,94.36764705882354,2,0,2
38.166791,-121.14207,No,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,118.71041666666666,6,4,2
34.037037,-118.705803,No,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.45,8100.55,112.50763888888889,6,4,2
38.983388,-120.988814,No,Yes,Yes,38,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2802.3,73.74473684210527,5,4,1
33.988572,-118.186565,No,Yes,Yes,8,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.15,645.8,80.725,4,3,1
38.830739,-122.196202,Yes,No,No,27,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,91.39814814814815,2,1,1
37.990118,-122.012188,No,No,No,6,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.9,414.1,69.01666666666667,2,1,1
39.125311,-121.392283,No,No,No,17,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.15,343.45,20.20294117647059,0,0,0
37.339533,-121.777179,No,Yes,Yes,71,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.8,1396.25,19.66549295774648,0,0,0
37.161544,-121.649371,No,Yes,No,42,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,98.45238095238095,4,2,2
38.671295,-121.388251,No,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,20.35,20.35,0,0,0
35.536115,-120.739231,No,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,7674.55,109.63642857142857,5,3,2
38.25485,-122.461799,No,No,No,9,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,73.50555555555555,1,1,0
38.274451,-121.259201,No,No,Yes,1,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,19.85,19.85,0,0,0
34.264124,-114.717964,No,No,No,10,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,44.93,3,3,0
38.735789,-119.85798,No,Yes,No,49,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65,95.72755102040816,3,1,2
